settlement_date,settlement_period,system_sell_price
2021-01-03,31,42.75
2021-01-03,32,42.75
2021-01-03,33,42.8
2021-01-03,34,95.54
2021-01-03,35,95.54
2021-01-03,36,92.66
2021-01-03,37,92.66
2021-01-03,38,87.54
2021-01-03,39,42.15
2021-01-03,40,42.05
2021-01-03,41,42.15
2021-01-03,42,42.5
2021-01-03,43,71.0
2021-01-03,44,71.5
2021-01-03,45,69.5
2021-01-03,46,68.0
2021-01-03,47,68.99
2021-01-03,48,65.0
2021-01-04,1,71.0
2021-01-04,2,68.0
2021-01-04,3,65.0
2021-01-04,4,64.99
2021-01-04,5,64.99
2021-01-04,6,64.99
2021-01-04,7,64.99
2021-01-04,8,64.95
2021-01-04,9,64.94
2021-01-04,10,64.94
2021-01-04,11,64.94
2021-01-04,12,65.0
2021-01-04,13,22.5
2021-01-04,14,0.0
2021-01-04,15,40.1
2021-01-04,16,41.5
2021-01-04,17,42.11
2021-01-04,18,78.0
2021-01-04,19,70.5
2021-01-04,20,84.5
2021-01-04,21,89.0
2021-01-04,22,88.0
2021-01-04,23,87.4
2021-01-04,24,89.0
2021-01-04,25,90.8
2021-01-04,26,92.0
2021-01-04,27,88.32
2021-01-04,28,76.95
2021-01-04,29,76.95
2021-01-04,30,94.0
2021-01-04,31,95.0
2021-01-04,32,88.1
2021-01-04,33,43.83806
2021-01-04,34,43.9
2021-01-04,35,43.91
2021-01-04,36,43.91
2021-01-04,37,43.95
2021-01-04,38,44.1
2021-01-04,39,44.2
2021-01-04,40,44.35
2021-01-04,41,43.1
2021-01-04,42,44.07
2021-01-04,43,78.0
2021-01-04,44,78.0
2021-01-04,45,76.95
2021-01-04,46,77.0
2021-01-04,47,44.51
2021-01-04,48,7.5
2021-01-05,1,44.0
2021-01-05,2,67.99
2021-01-05,3,52.09
2021-01-05,4,67.95
2021-01-05,5,67.0
2021-01-05,6,44.5
2021-01-05,7,65.0
2021-01-05,8,49.46
2021-01-05,9,50.31
2021-01-05,10,48.88
2021-01-05,11,43.5
2021-01-05,12,7.5
2021-01-05,13,44.51
2021-01-05,14,44.5
2021-01-05,15,44.5
2021-01-05,16,44.55
2021-01-05,17,76.0
2021-01-05,18,90.0
2021-01-05,19,91.9
2021-01-05,20,90.0
2021-01-05,21,94.0
2021-01-05,22,88.0
2021-01-05,23,79.0
2021-01-05,24,79.0
2021-01-05,25,98.0
2021-01-05,26,94.9
2021-01-05,27,88.6
2021-01-05,28,79.0
2021-01-05,29,79.0
2021-01-05,30,46.0
2021-01-05,31,68.72
2021-01-05,32,46.0
2021-01-05,33,46.0
2021-01-05,34,98.01
2021-01-05,35,177.01
2021-01-05,36,147.51
2021-01-05,37,177.01
2021-01-05,38,147.51
2021-01-05,39,46.2
2021-01-05,40,46.1
2021-01-05,41,0.0
2021-01-05,42,0.0
2021-01-05,43,67.2
2021-01-05,44,67.0
2021-01-05,45,65.6
2021-01-05,46,10.1
2021-01-05,47,64.9
2021-01-05,48,65.0
2021-01-06,1,64.8
2021-01-06,2,64.8
2021-01-06,3,0.0
2021-01-06,4,0.0
2021-01-06,5,10.1
2021-01-06,6,50.0
2021-01-06,7,63.44
2021-01-06,8,63.8
2021-01-06,9,44.0
2021-01-06,10,10.1
2021-01-06,11,10.1
2021-01-06,12,47.0
2021-01-06,13,64.6
2021-01-06,14,47.05
2021-01-06,15,46.0
2021-01-06,16,47.05
2021-01-06,17,47.05
2021-01-06,18,175.0
2021-01-06,19,152.0
2021-01-06,20,190.0
2021-01-06,21,44.0
2021-01-06,22,47.17
2021-01-06,23,44.0
2021-01-06,24,90.0
2021-01-06,25,180.0
2021-01-06,26,140.0
2021-01-06,27,47.17
2021-01-06,28,47.05
2021-01-06,29,47.17
2021-01-06,30,47.17
2021-01-06,31,47.11
2021-01-06,32,47.5
2021-01-06,33,47.5
2021-01-06,34,47.7
2021-01-06,35,1000.0
2021-01-06,36,399.0
2021-01-06,37,47.6
2021-01-06,38,47.5
2021-01-06,39,47.6
2021-01-06,40,44.0
2021-01-06,41,43.55
2021-01-06,42,68.0
2021-01-06,43,128.99994
2021-01-06,44,68.0
2021-01-06,45,67.0
2021-01-06,46,62.8
2021-01-06,47,73.0
2021-01-06,48,75.0
2021-01-07,1,62.5
2021-01-07,2,67.0
2021-01-07,3,66.95
2021-01-07,4,62.0
2021-01-07,5,62.5
2021-01-07,6,62.5
2021-01-07,7,62.5
2021-01-07,8,61.95
2021-01-07,9,61.8
2021-01-07,10,61.8
2021-01-07,11,100.0
2021-01-07,12,75.0
2021-01-07,13,125.0
2021-01-07,14,95.2
2021-01-07,15,47.0
2021-01-07,16,90.25
2021-01-07,17,111.0
2021-01-07,18,104.84
2021-01-07,19,137.95
2021-01-07,20,140.0
2021-01-07,22,144.95
2021-01-07,23,48.31
2021-01-07,24,144.95
2021-01-07,25,165.0
2021-01-07,26,144.95
2021-01-07,27,144.95
2021-01-07,28,48.35
2021-01-07,29,144.95
2021-01-07,30,144.95
2021-01-07,31,495.0
2021-01-07,32,50.0
2021-01-07,33,145.0
2021-01-07,34,1400.0
2021-01-07,35,1000.0
2021-01-07,36,1000.0
2021-01-07,37,170.0
2021-01-07,38,49.1
2021-01-07,39,146.20581
2021-01-07,40,170.0
2021-01-07,41,170.0
2021-01-07,42,100.0
2021-01-07,43,95.0
2021-01-07,44,48.35
2021-01-07,45,65.0
2021-01-07,46,65.0
2021-01-07,47,63.0
2021-01-07,48,65.0
2021-01-08,1,62.0
2021-01-08,2,62.0
2021-01-08,3,62.0
2021-01-08,4,61.9
2021-01-08,5,61.89
2021-01-08,6,61.7
2021-01-08,7,61.7
2021-01-08,8,60.0
2021-01-08,9,61.5
2021-01-08,10,61.53331
2021-01-08,11,90.0
2021-01-08,12,90.0
2021-01-08,13,95.0
2021-01-08,14,48.35
2021-01-08,15,48.35
2021-01-08,16,48.35
2021-01-08,17,48.4
2021-01-08,18,140.0
2021-01-08,19,139.0
2021-01-08,20,140.0
2021-01-08,21,120.0
2021-01-08,22,140.0
2021-01-08,23,140.0
2021-01-08,24,140.0
2021-01-08,25,140.0
2021-01-08,26,140.0
2021-01-08,27,138.0
2021-01-08,28,138.0
2021-01-08,29,48.6
2021-01-08,30,48.6
2021-01-08,31,49.0
2021-01-08,32,49.0
2021-01-08,33,50.0
2021-01-08,34,50.0
2021-01-08,35,2750.0
2021-01-08,36,55.0
2021-01-08,37,51.1
2021-01-08,38,55.0
2021-01-08,39,4000.0
2021-01-08,40,4000.0
2021-01-08,41,50.0
2021-01-08,42,89.97
2021-01-08,43,189.0
2021-01-08,44,149.0
2021-01-08,45,97.0
2021-01-08,46,75.0
2021-01-08,47,77.9
2021-01-08,48,77.9
2021-01-09,1,75.0
2021-01-09,2,80.0
2021-01-09,3,77.9
2021-01-09,4,80.0
2021-01-09,5,85.0
2021-01-09,6,85.0
2021-01-09,7,80.0
2021-01-09,8,80.0
2021-01-09,9,71.5
2021-01-09,10,47.5
2021-01-09,11,44.0
2021-01-09,12,67.5
2021-01-09,13,67.5
2021-01-09,14,67.0
2021-01-09,15,60.43
2021-01-09,16,44.0
2021-01-09,17,44.5
2021-01-09,18,45.05
2021-01-09,19,44.5
2021-01-09,20,44.5
2021-01-09,21,47.55
2021-01-09,22,45.15
2021-01-09,23,47.55
2021-01-09,24,47.55
2021-01-09,25,79.5
2021-01-09,26,79.5
2021-01-09,27,79.5
2021-01-09,28,47.55
2021-01-09,29,79.5
2021-01-09,30,70.0
2021-01-09,31,45.15
2021-01-09,32,45.15
2021-01-09,33,47.6
2021-01-09,34,112.51
2021-01-09,35,112.51
2021-01-09,36,138.51
2021-01-09,37,132.51
2021-01-09,38,133.51
2021-01-09,39,120.0
2021-01-09,40,97.0
2021-01-09,41,47.85
2021-01-09,42,82.0
2021-01-09,43,82.0
2021-01-09,44,79.0
2021-01-09,45,75.75
2021-01-09,46,49.75
2021-01-09,47,74.75
2021-01-09,48,79.0
2021-01-10,1,74.75
2021-01-10,2,79.0
2021-01-10,3,79.0
2021-01-10,4,74.47
2021-01-10,5,83.5
2021-01-10,6,79.0
2021-01-10,7,83.5
2021-01-10,8,83.5
2021-01-10,9,86.7
2021-01-10,10,86.7
2021-01-10,11,83.5
2021-01-10,12,83.5
2021-01-10,13,74.4
2021-01-10,14,61.0
2021-01-10,15,45.55
2021-01-10,16,45.55
2021-01-10,17,45.2
2021-01-10,18,45.61
2021-01-10,19,45.61
2021-01-10,20,46.0
2021-01-10,21,79.5
2021-01-10,22,115.0
2021-01-10,23,94.0
2021-01-10,24,109.0
2021-01-10,25,108.99991
2021-01-10,26,109.0
2021-01-10,27,109.0
2021-01-10,28,81.5
2021-01-10,29,81.5
2021-01-10,30,46.1
2021-01-10,31,46.07515
2021-01-10,32,46.05
2021-01-10,33,19.89252
2021-01-10,34,129.0
2021-01-10,35,99.00032
2021-01-10,36,49.0
2021-01-10,37,47.03
2021-01-10,38,10.05
2021-01-10,39,0.0
2021-01-10,40,5.0
2021-01-10,41,46.45
2021-01-10,42,45.65
2021-01-10,43,46.0
2021-01-10,44,45.0
2021-01-10,45,45.0
2021-01-10,46,2.3
2021-01-10,47,6.25
2021-01-10,48,10.0
2021-01-11,1,73.95
2021-01-11,2,73.95
2021-01-11,3,70.0
2021-01-11,4,10.05
2021-01-11,5,10.05
2021-01-11,6,21.34
2021-01-11,7,70.0
2021-01-11,8,69.94
2021-01-11,9,70.0
2021-01-11,10,70.0
2021-01-11,11,69.94
2021-01-11,12,69.94
2021-01-11,13,77.5
2021-01-11,14,76.25
2021-01-11,15,76.25
2021-01-11,16,76.25
2021-01-11,17,76.25
2021-01-11,18,87.69
2021-01-11,19,84.95
2021-01-11,20,84.95
2021-01-11,21,84.95
2021-01-11,22,84.95
2021-01-11,23,90.0
2021-01-11,24,88.0
2021-01-11,25,87.0
2021-01-11,26,88.0
2021-01-11,27,46.6
2021-01-11,28,46.61
2021-01-11,29,46.61
2021-01-11,30,46.72
2021-01-11,31,89.92923
2021-01-11,32,90.0
2021-01-11,33,46.8
2021-01-11,34,47.12
2021-01-11,35,47.12
2021-01-11,36,45.0
2021-01-11,37,45.0
2021-01-11,38,6.25
2021-01-11,39,46.88
2021-01-11,40,6.25
2021-01-11,41,6.25
2021-01-11,42,0.0
2021-01-11,43,73.5
2021-01-11,44,74.0
2021-01-11,45,46.62
2021-01-11,46,46.62
2021-01-11,47,46.62
2021-01-11,48,73.39
2021-01-12,1,73.0
2021-01-12,2,73.0
2021-01-12,3,73.0
2021-01-12,4,55.0
2021-01-12,5,50.0
2021-01-12,6,50.0
2021-01-12,7,42.08
2021-01-12,8,12.0
2021-01-12,9,12.0
2021-01-12,10,45.56
2021-01-12,11,12.0
2021-01-12,12,10.05
2021-01-12,13,72.5
2021-01-12,14,10.1
2021-01-12,15,6.25
2021-01-12,16,0.0
2021-01-12,17,6.25
2021-01-12,18,118.0
2021-01-12,19,93.78
2021-01-12,20,101.5
2021-01-12,21,47.5
2021-01-12,22,115.0
2021-01-12,23,47.6
2021-01-12,24,47.6
2021-01-12,25,50.0
2021-01-12,26,47.65
2021-01-12,27,47.67657
2021-01-12,28,47.65
2021-01-12,29,135.0
2021-01-12,30,47.7
2021-01-12,31,47.65
2021-01-12,32,47.7
2021-01-12,33,48.0
2021-01-12,34,48.0
2021-01-12,35,980.0
2021-01-12,36,995.0
2021-01-12,37,50.0
2021-01-12,38,48.01
2021-01-12,39,50.25
2021-01-12,40,47.8
2021-01-12,41,48.1
2021-01-12,42,47.85
2021-01-12,43,48.16
2021-01-12,44,48.16
2021-01-12,45,6.25
2021-01-12,46,48.26
2021-01-12,47,96.0
2021-01-12,48,95.0
2021-01-13,1,91.0
2021-01-13,2,91.0
2021-01-13,3,91.0
2021-01-13,4,89.99
2021-01-13,5,87.5
2021-01-13,6,48.4
2021-01-13,7,89.0
2021-01-13,8,88.75
2021-01-13,9,48.4
2021-01-13,10,89.0
2021-01-13,11,91.0
2021-01-13,12,48.4
2021-01-13,13,95.0
2021-01-13,14,48.4
2021-01-13,15,0.0
2021-01-13,16,0.0
2021-01-13,17,46.62
2021-01-13,18,135.0
2021-01-13,19,46.62
2021-01-13,20,50.95877
2021-01-13,21,51.0
2021-01-13,22,51.5
2021-01-13,23,51.05
2021-01-13,24,51.5
2021-01-13,25,250.0
2021-01-13,26,330.0
2021-01-13,27,990.0
2021-01-13,28,51.75
2021-01-13,29,330.0
2021-01-13,30,51.75
2021-01-13,31,51.5
2021-01-13,32,51.0
2021-01-13,33,51.5
2021-01-13,34,60.0
2021-01-13,35,60.0
2021-01-13,36,60.0
2021-01-13,37,56.0
2021-01-13,38,60.0
2021-01-13,39,51.8
2021-01-13,40,51.8
2021-01-13,41,51.9
2021-01-13,42,50.5
2021-01-13,43,88.9
2021-01-13,44,52.0
2021-01-13,45,85.0
2021-01-13,46,85.0
2021-01-13,47,10.05
2021-01-13,48,84.0
2021-01-14,1,84.0
2021-01-14,2,84.0
2021-01-14,3,50.0
2021-01-14,4,45.28
2021-01-14,5,81.0
2021-01-14,6,80.5
2021-01-14,7,12.0
2021-01-14,8,10.05
2021-01-14,9,10.05
2021-01-14,10,10.05
2021-01-14,11,75.95
2021-01-14,12,74.0
2021-01-14,13,73.8
2021-01-14,14,12.0
2021-01-14,15,10.0
2021-01-14,16,10.1
2021-01-14,17,47.8
2021-01-14,18,47.8
2021-01-14,19,0.0
2021-01-14,20,0.0
2021-01-14,21,0.0
2021-01-14,22,6.25
2021-01-14,23,10.1
2021-01-14,24,75.0
2021-01-14,25,85.0
2021-01-14,26,105.0
2021-01-14,27,105.0
2021-01-14,28,10.1
2021-01-14,29,10.1
2021-01-14,30,71.9
2021-01-14,31,2.5
2021-01-14,32,6.25
2021-01-14,33,10.1
2021-01-14,34,50.0
2021-01-14,35,50.01
2021-01-14,36,50.01
2021-01-14,37,48.0
2021-01-14,38,50.0
2021-01-14,39,55.0
2021-01-14,40,104.0
2021-01-14,41,102.0
2021-01-14,42,50.5
2021-01-14,43,88.0
2021-01-14,44,50.56
2021-01-14,45,50.1
2021-01-14,46,0.0
2021-01-14,47,0.0
2021-01-14,48,12.0
2021-01-15,1,51.0
2021-01-15,2,71.9
2021-01-15,3,71.9
2021-01-15,4,12.0
2021-01-15,5,0.0
2021-01-15,6,48.35
2021-01-15,7,72.0
2021-01-15,8,71.8
2021-01-15,9,48.9
2021-01-15,10,10.1
2021-01-15,11,48.95
2021-01-15,12,0.0
2021-01-15,13,74.9
2021-01-15,14,74.15
2021-01-15,15,49.0
2021-01-15,16,91.03
2021-01-15,17,49.0
2021-01-15,18,149.0
2021-01-15,19,150.0
2021-01-15,20,154.0
2021-01-15,21,170.0
2021-01-15,22,149.0
2021-01-15,23,145.0
2021-01-15,24,49.0
2021-01-15,25,100.0
2021-01-15,26,49.0
2021-01-15,27,165.0
2021-01-15,28,49.0
2021-01-15,29,162.57912
2021-01-15,30,51.5
2021-01-15,31,51.5
2021-01-15,32,49.1
2021-01-15,33,49.5
2021-01-15,34,58.0
2021-01-15,35,164.99
2021-01-15,36,49.1
2021-01-15,37,149.0
2021-01-15,38,100.0
2021-01-15,39,11.0
2021-01-15,40,6.25
2021-01-15,41,49.0
2021-01-15,42,10.0
2021-01-15,43,76.0
2021-01-15,44,49.5
2021-01-15,45,70.95
2021-01-15,46,13.25003
2021-01-15,47,47.85
2021-01-15,48,75.9
2021-01-16,1,75.5
2021-01-16,2,75.5
2021-01-16,3,75.9
2021-01-16,4,74.2
2021-01-16,5,13.25003
2021-01-16,6,10.0
2021-01-16,7,13.25003
2021-01-16,8,13.48
2021-01-16,9,74.2
2021-01-16,10,21.99
2021-01-16,11,74.75
2021-01-16,12,74.75
2021-01-16,13,74.75
2021-01-16,14,76.0
2021-01-16,15,75.0
2021-01-16,16,75.0
2021-01-16,17,46.9
2021-01-16,18,13.25003
2021-01-16,19,13.25003
2021-01-16,20,34.0
2021-01-16,21,47.62
2021-01-16,22,13.25003
2021-01-16,23,10.0
2021-01-16,24,10.0
2021-01-16,25,10.05
2021-01-16,26,24.0
2021-01-16,27,77.5
2021-01-16,28,74.5
2021-01-16,29,75.0
2021-01-16,30,75.0
2021-01-16,31,77.5
2021-01-16,32,77.5
2021-01-16,33,79.95
2021-01-16,34,79.95
2021-01-16,35,82.9
2021-01-16,36,82.9
2021-01-16,37,82.9
2021-01-16,38,82.9
2021-01-16,39,77.9
2021-01-16,40,77.5
2021-01-16,41,14.0
2021-01-16,42,77.5
2021-01-16,43,76.0
2021-01-16,44,76.0
2021-01-16,45,74.0
2021-01-16,46,49.1
2021-01-16,47,74.0
2021-01-16,48,42.55
2021-01-17,1,41.8
2021-01-17,2,42.39
2021-01-17,3,43.94
2021-01-17,4,41.36971
2021-01-17,5,71.0
2021-01-17,6,50.0
2021-01-17,7,71.5
2021-01-17,8,50.0
2021-01-17,9,35.6
2021-01-17,10,34.88
2021-01-17,11,40.0
2021-01-17,12,71.0
2021-01-17,13,41.67
2021-01-17,14,45.58
2021-01-17,15,71.0
2021-01-17,16,21.0
2021-01-17,17,14.0
2021-01-17,18,24.38
2021-01-17,19,15.05
2021-01-17,20,31.0
2021-01-17,21,14.0
2021-01-17,22,16.0
2021-01-17,23,15.51373
2021-01-17,24,31.0
2021-01-17,25,77.0
2021-01-17,26,99.0
2021-01-17,27,94.98574
2021-01-17,28,77.0
2021-01-17,29,77.4
2021-01-17,30,77.4
2021-01-17,31,80.99
2021-01-17,32,82.95
2021-01-17,33,82.95
2021-01-17,34,82.95
2021-01-17,35,82.95
2021-01-17,36,80.99
2021-01-17,37,80.99
2021-01-17,38,21.12
2021-01-17,39,20.5
2021-01-17,40,21.15
2021-01-17,41,21.15
2021-01-17,42,76.0
2021-01-17,43,21.15
2021-01-17,44,10.1
2021-01-17,45,13.5
2021-01-17,46,13.0
2021-01-17,47,49.5
2021-01-17,48,24.78
2021-01-18,1,25.38
2021-01-18,2,45.0
2021-01-18,3,13.5
2021-01-18,4,11.5
2021-01-18,5,16.0
2021-01-18,6,13.0
2021-01-18,7,11.0
2021-01-18,8,23.01
2021-01-18,9,19.0
2021-01-18,10,19.89
2021-01-18,11,70.95
2021-01-18,12,70.95
2021-01-18,13,74.0
2021-01-18,14,17.0
2021-01-18,15,47.85
2021-01-18,16,74.44
2021-01-18,17,74.44
2021-01-18,18,77.8
2021-01-18,19,77.95
2021-01-18,20,77.95
2021-01-18,21,77.95
2021-01-18,22,77.95
2021-01-18,23,77.8
2021-01-18,24,74.0
2021-01-18,25,74.0
2021-01-18,26,77.8
2021-01-18,27,37.0
2021-01-18,28,25.3
2021-01-18,29,10.0
2021-01-18,30,73.9
2021-01-18,31,75.47011
2021-01-18,32,75.47011
2021-01-18,33,99.55
2021-01-18,34,115.0
2021-01-18,35,99.55
2021-01-18,36,98.0
2021-01-18,37,99.55
2021-01-18,38,98.0
2021-01-18,39,99.5083
2021-01-18,40,27.56
2021-01-18,41,27.56
2021-01-18,42,85.0
2021-01-18,43,45.0
2021-01-18,44,27.56
2021-01-18,45,73.5
2021-01-18,46,73.5
2021-01-18,47,73.5
2021-01-18,48,72.9
2021-01-19,1,71.95
2021-01-19,2,72.0
2021-01-19,3,72.9
2021-01-19,4,72.75
2021-01-19,5,70.0
2021-01-19,6,70.0
2021-01-19,7,39.89
2021-01-19,8,38.89
2021-01-19,9,40.28
2021-01-19,10,71.9
2021-01-19,11,71.9
2021-01-19,12,27.56
2021-01-19,13,71.9
2021-01-19,14,27.56
2021-01-19,15,75.8
2021-01-19,16,76.0
2021-01-19,17,76.0
2021-01-19,18,76.0
2021-01-19,19,76.0
2021-01-19,20,75.0
2021-01-19,21,75.0
2021-01-19,22,76.0
2021-01-19,23,76.0
2021-01-19,24,75.0
2021-01-19,25,30.0
2021-01-19,26,72.0
2021-01-19,27,76.0
2021-01-19,28,76.0
2021-01-19,29,76.67
2021-01-19,30,76.0
2021-01-19,31,76.0
2021-01-19,32,90.0
2021-01-19,33,76.0
2021-01-19,34,76.0
2021-01-19,35,88.0
2021-01-19,36,31.5
2021-01-19,37,31.51
2021-01-19,38,31.51
2021-01-19,39,31.51
2021-01-19,40,31.5
2021-01-19,41,31.35
2021-01-19,42,31.5
2021-01-19,43,31.51
2021-01-19,44,31.3
2021-01-19,45,31.0
2021-01-19,46,31.5
2021-01-19,47,71.0
2021-01-19,48,71.0
2021-01-20,1,71.0
2021-01-20,2,72.0
2021-01-20,3,72.0
2021-01-20,4,72.0
2021-01-20,5,72.0
2021-01-20,6,71.0
2021-01-20,7,71.0
2021-01-20,8,71.0
2021-01-20,9,71.0
2021-01-20,10,72.0
2021-01-20,11,71.0
2021-01-20,12,72.0
2021-01-20,13,75.0
2021-01-20,14,72.0
2021-01-20,15,73.95
2021-01-20,16,68.68
2021-01-20,17,80.0
2021-01-20,18,80.0
2021-01-20,19,94.0
2021-01-20,20,99.0
2021-01-20,21,102.0
2021-01-20,22,104.0
2021-01-20,23,109.97899
2021-01-20,24,109.96
2021-01-20,25,109.96
2021-01-20,26,140.0
2021-01-20,27,140.0
2021-01-20,28,109.0
2021-01-20,29,141.0
2021-01-20,30,160.0
2021-01-20,31,130.0
2021-01-20,32,109.5
2021-01-20,33,148.75
2021-01-20,34,178.75
2021-01-20,35,178.75
2021-01-20,36,178.75
2021-01-20,37,40.0
2021-01-20,38,108.75
2021-01-20,39,103.75
2021-01-20,40,78.0
2021-01-20,41,77.0
2021-01-20,42,76.0
2021-01-20,43,76.0
2021-01-20,44,76.0
2021-01-20,45,76.0
2021-01-20,46,74.0
2021-01-20,47,74.0
2021-01-20,48,74.0
2021-01-21,1,72.5
2021-01-21,2,72.5
2021-01-21,3,72.5
2021-01-21,4,72.0
2021-01-21,5,72.0
2021-01-21,6,72.0
2021-01-21,7,71.5
2021-01-21,8,11.5
2021-01-21,9,12.19
2021-01-21,10,12.08
2021-01-21,11,32.59
2021-01-21,12,72.0
2021-01-21,13,72.5
2021-01-21,14,72.5
2021-01-21,15,72.5
2021-01-21,16,74.0
2021-01-21,17,76.0
2021-01-21,18,76.0
2021-01-21,19,76.0
2021-01-21,20,76.0
2021-01-21,21,31.4
2021-01-21,22,31.4
2021-01-21,23,33.4
2021-01-21,24,33.5
2021-01-21,25,75.0
2021-01-21,26,76.0
2021-01-21,27,76.0
2021-01-21,28,76.0
2021-01-21,29,75.0
2021-01-21,30,74.0
2021-01-21,31,34.0
2021-01-21,32,84.95
2021-01-21,33,84.95
2021-01-21,34,84.95
2021-01-21,35,91.5
2021-01-21,36,99.0
2021-01-21,37,99.00024
2021-01-21,38,89.0
2021-01-21,39,89.0
2021-01-21,40,87.0
2021-01-21,41,80.0
2021-01-21,42,84.95
2021-01-21,43,79.5
2021-01-21,44,76.0
2021-01-21,45,50.0
2021-01-21,46,74.0
2021-01-21,47,73.0
2021-01-21,48,30.11651
2021-01-22,1,23.72
2021-01-22,2,24.0
2021-01-22,3,21.76
2021-01-22,4,21.33
2021-01-22,5,19.7
2021-01-22,6,19.36
2021-01-22,7,18.48
2021-01-22,8,18.15
2021-01-22,9,28.74
2021-01-22,10,29.23
2021-01-22,11,72.0
2021-01-22,12,73.0
2021-01-22,13,74.0
2021-01-22,14,74.0
2021-01-22,15,73.0
2021-01-22,16,31.4
2021-01-22,17,75.0
2021-01-22,18,94.89
2021-01-22,19,94.89
2021-01-22,20,90.0
2021-01-22,21,82.0
2021-01-22,22,80.0
2021-01-22,23,34.85
2021-01-22,24,35.1
2021-01-22,25,35.1
2021-01-22,26,34.65
2021-01-22,27,35.0
2021-01-22,28,35.3
2021-01-22,29,75.0
2021-01-22,30,90.0
2021-01-22,31,82.0
2021-01-22,32,220.0
2021-01-22,33,45.1
2021-01-22,34,220.54
2021-01-22,35,240.54
2021-01-22,36,245.54
2021-01-22,37,220.54
2021-01-22,38,50.0
2021-01-22,39,245.54
2021-01-22,40,225.0
2021-01-22,41,125.0
2021-01-22,42,98.0
2021-01-22,43,94.85
2021-01-22,44,78.0
2021-01-22,45,78.0
2021-01-22,46,76.5
2021-01-22,47,38.13
2021-01-22,48,38.13
2021-01-23,1,73.5
2021-01-23,2,74.0
2021-01-23,3,74.25
2021-01-23,4,74.0
2021-01-23,5,74.0
2021-01-23,6,74.0
2021-01-23,7,75.0
2021-01-23,8,74.0
2021-01-23,9,73.5
2021-01-23,10,38.2
2021-01-23,11,38.15
2021-01-23,12,74.0
2021-01-23,13,83.0
2021-01-23,14,82.0
2021-01-23,15,74.0
2021-01-23,16,38.2
