settlement_date,settlement_period,system_sell_price
2020-01-07,24,50.0
2020-01-07,25,43.26
2020-01-07,26,43.09
2020-01-07,27,42.24
2020-01-07,28,41.41
2020-01-07,29,11.85
2020-01-07,30,11.85
2020-01-07,31,11.9
2020-01-07,32,40.0
2020-01-07,33,49.5
2020-01-07,34,51.75
2020-01-07,35,49.5
2020-01-07,36,49.0
2020-01-07,37,12.15
2020-01-07,38,49.0
2020-01-07,39,49.5
2020-01-07,40,49.5
2020-01-07,41,49.0
2020-01-07,42,12.25
2020-01-07,43,20.1
2020-01-07,44,10.9
2020-01-07,45,2.5
2020-01-07,46,2.5
2020-01-07,47,28.16
2020-01-07,48,4.5
2020-01-08,1,2.5
2020-01-08,2,2.5
2020-01-08,3,2.5
2020-01-08,4,2.5
2020-01-08,5,14.56
2020-01-08,6,14.28
2020-01-08,7,2.5
2020-01-08,8,2.5
2020-01-08,9,28.26
2020-01-08,10,29.0
2020-01-08,11,21.65
2020-01-08,12,31.7
2020-01-08,13,48.95
2020-01-08,14,7.0
2020-01-08,15,50.0
2020-01-08,16,50.0
2020-01-08,17,54.5
2020-01-08,18,50.0
2020-01-08,19,50.0
2020-01-08,20,51.5
2020-01-08,21,50.0
2020-01-08,22,14.0
2020-01-08,23,4.5
2020-01-08,24,4.5
2020-01-08,25,51.95
2020-01-08,26,51.95
2020-01-08,27,51.95
2020-01-08,28,14.0
2020-01-08,29,4.5
2020-01-08,30,51.95
2020-01-08,31,50.95
2020-01-08,32,60.84
2020-01-08,33,22.5
2020-01-08,34,60.84
2020-01-08,35,4.5
2020-01-08,36,18.0
2020-01-08,37,19.15
2020-01-08,38,56.0
2020-01-08,39,56.0
2020-01-08,40,52.0
2020-01-08,41,51.5
2020-01-08,42,19.15
2020-01-08,43,21.25
2020-01-08,44,50.0
2020-01-08,45,18.0
2020-01-08,46,18.0
2020-01-08,47,25.44
2020-01-08,48,46.0
2020-01-09,1,25.99
2020-01-09,2,23.61011
2020-01-09,3,9.14054
2020-01-09,4,2.5
2020-01-09,5,2.5
2020-01-09,6,2.5
2020-01-09,7,6.0
2020-01-09,8,6.0
2020-01-09,9,16.88
2020-01-09,10,16.88
2020-01-09,11,48.0
2020-01-09,12,49.5
2020-01-09,13,48.99
2020-01-09,14,14.56
2020-01-09,15,6.0
2020-01-09,16,16.5
2020-01-09,17,16.5
2020-01-09,18,16.5
2020-01-09,19,16.5
2020-01-09,20,15.3
2020-01-09,21,15.3
2020-01-09,22,18.0
2020-01-09,23,18.06
2020-01-09,24,18.25
2020-01-09,25,18.55
2020-01-09,26,50.0
2020-01-09,27,18.5
2020-01-09,28,50.0
2020-01-09,29,69.0
2020-01-09,30,69.0
2020-01-09,31,69.0
2020-01-09,32,70.0
2020-01-09,33,19.0
2020-01-09,34,19.1
2020-01-09,35,18.05
2020-01-09,36,19.0
2020-01-09,37,19.0
2020-01-09,38,68.5
2020-01-09,39,65.0
2020-01-09,40,57.5
2020-01-09,41,53.0
2020-01-09,42,50.0
2020-01-09,43,19.0
2020-01-09,44,49.95
2020-01-09,45,51.0
2020-01-09,46,19.0
2020-01-09,47,49.0
2020-01-09,48,49.25
2020-01-10,1,49.0
2020-01-10,2,49.24
2020-01-10,3,49.24
2020-01-10,4,49.0
2020-01-10,5,16.95013
2020-01-10,6,10.0
2020-01-10,7,7.0
2020-01-10,8,8.0
2020-01-10,9,49.0
2020-01-10,10,21.99
2020-01-10,11,6.0
2020-01-10,12,6.0
2020-01-10,13,11.0
2020-01-10,14,49.24
2020-01-10,15,49.24
2020-01-10,16,69.0
2020-01-10,17,100.0
2020-01-10,18,115.0
2020-01-10,19,100.0
2020-01-10,20,60.5
2020-01-10,21,60.5
2020-01-10,22,60.5
2020-01-10,23,58.0
2020-01-10,24,52.0
2020-01-10,25,55.0
2020-01-10,26,52.0
2020-01-10,27,19.0
2020-01-10,28,19.0
2020-01-10,29,19.11
2020-01-10,30,19.16
2020-01-10,31,43.11
2020-01-10,32,43.11
2020-01-10,33,57.0
2020-01-10,34,57.75
2020-01-10,35,57.0
2020-01-10,36,55.0
2020-01-10,37,56.2
2020-01-10,38,52.97
2020-01-10,39,19.25
2020-01-10,40,19.16
2020-01-10,41,48.17
2020-01-10,42,50.32
2020-01-10,43,52.0
2020-01-10,44,49.95
2020-01-10,45,52.98
2020-01-10,46,49.95
2020-01-10,47,49.95
2020-01-10,48,49.95
2020-01-11,1,49.95
2020-01-11,2,49.95
2020-01-11,3,49.99
2020-01-11,4,28.99
2020-01-11,5,28.51
2020-01-11,6,27.17
2020-01-11,7,27.85
2020-01-11,8,26.66
2020-01-11,9,27.98
2020-01-11,10,26.57
2020-01-11,11,27.18
2020-01-11,12,27.17625
2020-01-11,13,29.98
2020-01-11,14,49.0
2020-01-11,15,32.85
2020-01-11,16,49.0
2020-01-11,17,5.0
2020-01-11,18,49.95
2020-01-11,19,50.0
2020-01-11,20,50.0
2020-01-11,21,50.0
2020-01-11,22,50.0
2020-01-11,23,50.0
2020-01-11,24,54.5
2020-01-11,25,54.5
2020-01-11,26,60.0
2020-01-11,27,60.0
2020-01-11,28,50.0
2020-01-11,29,54.5
2020-01-11,30,54.5
2020-01-11,31,19.4
2020-01-11,32,19.4
2020-01-11,33,10.25
2020-01-11,34,49.95
2020-01-11,35,10.25
2020-01-11,36,19.25
2020-01-11,37,19.25
2020-01-11,38,10.5
2020-01-11,39,10.25
2020-01-11,40,10.25
2020-01-11,41,10.25
2020-01-11,42,12.0
2020-01-11,43,12.0
2020-01-11,44,13.10991
2020-01-11,45,13.1101
2020-01-11,46,10.0
2020-01-11,47,17.25
2020-01-11,48,49.8
2020-01-12,1,49.95
2020-01-12,2,49.95
2020-01-12,3,54.45
2020-01-12,4,49.95
2020-01-12,5,54.45
2020-01-12,6,49.95
2020-01-12,7,49.95
2020-01-12,8,49.95
2020-01-12,9,54.0
2020-01-12,10,54.0
2020-01-12,11,49.95
2020-01-12,12,49.95
2020-01-12,13,49.95
2020-01-12,14,49.95
2020-01-12,15,20.61
2020-01-12,16,18.35
2020-01-12,17,19.57
2020-01-12,18,49.95
2020-01-12,19,54.0
2020-01-12,20,50.0
2020-01-12,21,54.0
2020-01-12,22,49.95
2020-01-12,23,16.03
2020-01-12,24,10.01
2020-01-12,25,10.01
2020-01-12,26,15.29
2020-01-12,27,10.2
2020-01-12,28,10.11
2020-01-12,29,10.26
2020-01-12,30,10.26
2020-01-12,31,10.26
2020-01-12,32,10.35
2020-01-12,33,58.0
2020-01-12,34,58.85
2020-01-12,35,58.95
2020-01-12,36,58.95
2020-01-12,37,58.85
2020-01-12,38,58.0
2020-01-12,39,10.55
2020-01-12,40,10.59
2020-01-12,41,53.95
2020-01-12,42,10.61
2020-01-12,43,52.0
2020-01-12,44,23.0
2020-01-12,45,10.65
2020-01-12,46,5.1
2020-01-12,47,22.33008
2020-01-12,48,22.33008
2020-01-13,1,0.5
2020-01-13,2,0.5
2020-01-13,3,0.5
2020-01-13,4,0.5
2020-01-13,5,46.0
2020-01-13,6,0.5
2020-01-13,7,46.0
2020-01-13,8,46.0
2020-01-13,9,4.5
2020-01-13,10,0.5
2020-01-13,11,35.84
2020-01-13,12,35.9699
2020-01-13,13,52.75
2020-01-13,14,50.0
2020-01-13,15,50.0
2020-01-13,16,51.12
2020-01-13,17,56.5
2020-01-13,18,55.0
2020-01-13,19,55.0
2020-01-13,20,10.05
2020-01-13,21,54.5
2020-01-13,22,10.15
2020-01-13,23,10.5
2020-01-13,24,10.55
2020-01-13,25,54.0
2020-01-13,26,54.0
2020-01-13,27,53.45
2020-01-13,28,54.0
2020-01-13,29,11.3
2020-01-13,30,53.45
2020-01-13,31,53.45
2020-01-13,32,55.0
2020-01-13,33,54.0
2020-01-13,34,54.0
2020-01-13,35,54.0
2020-01-13,36,53.25
2020-01-13,37,52.8
2020-01-13,38,52.8
2020-01-13,39,52.8
2020-01-13,40,53.25
2020-01-13,41,52.0
2020-01-13,42,52.0
2020-01-13,43,50.0
2020-01-13,44,5.1
2020-01-13,45,10.0
2020-01-13,46,2.5
2020-01-13,47,50.0
2020-01-13,48,50.0
2020-01-14,1,52.0
2020-01-14,2,50.0
2020-01-14,3,52.0
2020-01-14,4,52.0
2020-01-14,5,50.0
2020-01-14,6,12.42
2020-01-14,7,11.99
2020-01-14,8,11.35
2020-01-14,9,18.04
2020-01-14,10,50.0
2020-01-14,11,2.5
2020-01-14,12,50.0
2020-01-14,13,50.0
2020-01-14,14,54.0
2020-01-14,15,52.0
2020-01-14,16,53.5
2020-01-14,17,54.0
2020-01-14,18,54.0
2020-01-14,19,54.0
2020-01-14,20,54.0
2020-01-14,21,55.0
2020-01-14,22,55.0
2020-01-14,23,54.0
2020-01-14,24,58.0
2020-01-14,25,58.0
2020-01-14,26,58.0
2020-01-14,27,55.0
2020-01-14,28,55.0
2020-01-14,29,55.0
2020-01-14,30,55.0
2020-01-14,31,55.0
2020-01-14,32,55.0
2020-01-14,33,59.75
2020-01-14,34,59.75
2020-01-14,35,59.75
2020-01-14,36,58.0
2020-01-14,37,54.5
2020-01-14,38,53.6
2020-01-14,39,54.5
2020-01-14,40,53.6
2020-01-14,41,54.0
2020-01-14,42,53.0
2020-01-14,43,52.8
2020-01-14,44,52.0
2020-01-14,45,51.99
2020-01-14,46,50.0
2020-01-14,47,51.5
2020-01-14,48,50.0
2020-01-15,1,12.0
2020-01-15,2,26.44
2020-01-15,3,50.0
2020-01-15,4,49.49
2020-01-15,5,26.44
2020-01-15,6,12.0
2020-01-15,7,2.5
2020-01-15,8,-11.21
2020-01-15,9,2.5
2020-01-15,10,2.5
2020-01-15,11,2.5
2020-01-15,12,31.91
2020-01-15,13,10.0
2020-01-15,14,51.0
2020-01-15,15,10.0
2020-01-15,16,53.0
2020-01-15,17,53.5
2020-01-15,18,53.5
2020-01-15,19,57.5
2020-01-15,20,53.6
2020-01-15,21,53.0
2020-01-15,22,52.75
2020-01-15,23,51.0
2020-01-15,24,50.0
2020-01-15,25,13.0
2020-01-15,26,12.5
2020-01-15,27,50.0
2020-01-15,28,12.5
2020-01-15,29,5.0
2020-01-15,30,10.0
2020-01-15,31,10.0
2020-01-15,32,11.55
2020-01-15,33,50.0
2020-01-15,34,54.25
2020-01-15,35,54.75
2020-01-15,36,54.75
2020-01-15,37,54.25
2020-01-15,38,53.0
2020-01-15,39,52.85
2020-01-15,40,13.1
2020-01-15,41,10.0
2020-01-15,42,9.0
2020-01-15,43,49.99
2020-01-15,44,49.99
2020-01-15,45,50.0
2020-01-15,46,2.1
2020-01-15,47,2.08294
2020-01-15,48,2.5
2020-01-16,1,50.0
2020-01-16,2,50.0
2020-01-16,3,50.0
2020-01-16,4,49.99
2020-01-16,5,50.0
2020-01-16,6,12.0
2020-01-16,7,0.0
2020-01-16,8,1.0
2020-01-16,9,19.42
2020-01-16,10,21.13
2020-01-16,11,35.9699
2020-01-16,12,38.49
2020-01-16,13,42.9
2020-01-16,14,50.0
2020-01-16,15,50.0
2020-01-16,16,57.0
2020-01-16,17,50.0
2020-01-16,18,12.8
2020-01-16,19,37.32
2020-01-16,20,50.0
2020-01-16,21,50.0
2020-01-16,22,50.0
2020-01-16,23,12.5
2020-01-16,24,50.0
2020-01-16,25,50.0
2020-01-16,26,49.85
2020-01-16,27,12.5
2020-01-16,28,32.79
2020-01-16,29,47.97
2020-01-16,30,20.0
2020-01-16,31,46.98
2020-01-16,32,47.97
2020-01-16,33,49.45
2020-01-16,34,49.45
2020-01-16,35,49.45
2020-01-16,36,50.0
2020-01-16,37,5.0
2020-01-16,38,50.0
2020-01-16,39,50.0
2020-01-16,40,50.0
2020-01-16,41,50.0
2020-01-16,42,50.0
2020-01-16,43,50.0
2020-01-16,44,32.65
2020-01-16,45,27.71
2020-01-16,46,25.1
2020-01-16,47,49.89
2020-01-16,48,45.0
2020-01-17,1,21.26
2020-01-17,2,49.49
2020-01-17,3,35.0
2020-01-17,4,36.66292
2020-01-17,5,20.3
2020-01-17,6,19.84
2020-01-17,7,40.0
2020-01-17,8,28.45
2020-01-17,9,21.01
2020-01-17,10,21.6
2020-01-17,11,24.2
2020-01-17,12,24.2
2020-01-17,13,49.0
2020-01-17,14,4.5
2020-01-17,15,10.0
2020-01-17,16,52.0
2020-01-17,17,60.75
2020-01-17,18,60.75
2020-01-17,19,60.75
2020-01-17,20,15.5
2020-01-17,21,15.5
2020-01-17,22,18.0
2020-01-17,23,56.0
2020-01-17,24,56.0
2020-01-17,25,15.7
2020-01-17,26,15.7
2020-01-17,27,15.85
2020-01-17,28,16.0
2020-01-17,29,15.95
2020-01-17,30,16.05
2020-01-17,31,16.0
2020-01-17,32,16.2
2020-01-17,33,16.25
2020-01-17,34,54.5
2020-01-17,35,54.5
2020-01-17,36,54.0
2020-01-17,37,61.95
2020-01-17,38,46.4
2020-01-17,39,16.55
2020-01-17,40,55.5
2020-01-17,41,54.0
2020-01-17,42,50.0
2020-01-17,43,49.5
2020-01-17,44,16.3
2020-01-17,45,16.21
2020-01-17,46,3.0
2020-01-17,47,14.95
2020-01-17,48,0.0
2020-01-18,1,0.0
2020-01-18,2,0.86632
2020-01-18,3,45.0
2020-01-18,4,2.1
2020-01-18,5,2.1
2020-01-18,6,19.23
2020-01-18,7,45.0
2020-01-18,8,49.5
2020-01-18,9,49.5
2020-01-18,10,49.5
2020-01-18,11,33.88
2020-01-18,12,32.64
2020-01-18,13,49.5
2020-01-18,14,49.5
2020-01-18,15,49.99
2020-01-18,16,49.75
2020-01-18,17,49.5
2020-01-18,18,49.99
2020-01-18,19,50.0
2020-01-18,20,49.75
2020-01-18,21,49.75
2020-01-18,22,49.5
2020-01-18,23,49.5
2020-01-18,24,49.5
2020-01-18,25,16.0
2020-01-18,26,16.0
2020-01-18,27,16.0
2020-01-18,28,11.75
2020-01-18,29,16.0
2020-01-18,30,16.0
2020-01-18,31,49.5
2020-01-18,32,52.5
2020-01-18,33,19.0
2020-01-18,34,50.07993
2020-01-18,35,52.5
2020-01-18,36,52.5
2020-01-18,37,52.5
2020-01-18,38,50.0
2020-01-18,39,52.5
2020-01-18,40,50.0
2020-01-18,41,19.5
2020-01-18,42,49.85
2020-01-18,43,49.85
2020-01-18,44,19.25
2020-01-18,45,49.75
2020-01-18,46,49.75
2020-01-18,47,49.5
2020-01-18,48,49.5
2020-01-19,1,49.5
2020-01-19,2,49.5
2020-01-19,3,49.5
2020-01-19,4,23.74
2020-01-19,5,22.85
2020-01-19,6,22.85
2020-01-19,7,49.0
2020-01-19,8,49.5
2020-01-19,9,49.5
2020-01-19,10,49.5
2020-01-19,11,49.5
2020-01-19,12,49.0
2020-01-19,13,30.1
2020-01-19,14,30.1
2020-01-19,15,41.0
2020-01-19,16,49.7
2020-01-19,17,49.5
2020-01-19,18,49.7
2020-01-19,19,49.45
2020-01-19,20,49.45
2020-01-19,21,49.45
2020-01-19,22,19.25
2020-01-19,23,49.45
2020-01-19,24,19.25
2020-01-19,25,19.25
2020-01-19,26,49.45
2020-01-19,27,49.45
2020-01-19,28,19.25
2020-01-19,29,19.25
2020-01-19,30,19.25
2020-01-19,31,51.9
2020-01-19,32,54.83213
2020-01-19,33,55.5
2020-01-19,34,54.65
2020-01-19,35,55.5
2020-01-19,36,60.9
2020-01-19,37,54.65
2020-01-19,38,19.5
2020-01-19,39,54.65
2020-01-19,40,50.0
2020-01-19,41,49.45
2020-01-19,42,49.45
2020-01-19,43,49.45
2020-01-19,44,49.4
2020-01-19,45,49.1
2020-01-19,46,19.35
2020-01-19,47,19.35
2020-01-19,48,12.5
2020-01-20,1,19.0
2020-01-20,2,28.25
2020-01-20,3,48.5
2020-01-20,4,27.07
2020-01-20,5,26.73
2020-01-20,6,48.5
2020-01-20,7,12.5
2020-01-20,8,12.5
2020-01-20,9,2.0
2020-01-20,10,2.0
2020-01-20,11,48.5
2020-01-20,12,48.99
2020-01-20,13,49.45
2020-01-20,14,10.0
2020-01-20,15,53.32
2020-01-20,16,55.51
2020-01-20,17,19.5
2020-01-20,18,59.5
2020-01-20,19,59.5
2020-01-20,20,59.5
2020-01-20,21,59.5
2020-01-20,22,20.0
2020-01-20,23,20.0
2020-01-20,24,20.0
2020-01-20,25,40.0
2020-01-20,26,20.0
2020-01-20,27,3.5
2020-01-20,28,3.5
2020-01-20,29,3.5
2020-01-20,30,20.5
2020-01-20,31,20.51
2020-01-20,32,20.51
2020-01-20,33,5.0
2020-01-20,34,20.6
2020-01-20,35,20.35
2020-01-20,36,21.0
2020-01-20,37,21.0
2020-01-20,38,49.4
2020-01-20,39,49.4
2020-01-20,40,49.45
2020-01-20,41,21.0
2020-01-20,42,21.0
2020-01-20,43,20.5
2020-01-20,44,3.5
2020-01-20,45,46.7
2020-01-20,46,20.0
2020-01-20,47,20.0
2020-01-20,48,28.51
2020-01-21,1,27.65
2020-01-21,2,46.0
2020-01-21,3,32.46
2020-01-21,4,32.19
2020-01-21,5,31.13
2020-01-21,6,32.33
2020-01-21,7,33.23
2020-01-21,8,45.85
2020-01-21,9,30.0
2020-01-21,10,45.9
2020-01-21,11,49.5
2020-01-21,12,49.5
2020-01-21,13,60.0
2020-01-21,14,58.4
2020-01-21,15,57.32
2020-01-21,16,84.5
2020-01-21,17,84.5
2020-01-21,18,86.5
2020-01-21,19,86.5
2020-01-21,20,84.5
2020-01-21,21,22.2
2020-01-21,22,22.2
2020-01-21,23,21.8
2020-01-21,24,21.8
2020-01-21,25,21.8
2020-01-21,26,21.8
2020-01-21,27,22.25
2020-01-21,28,22.5
2020-01-21,29,22.5
2020-01-21,30,22.5
2020-01-21,31,22.65
2020-01-21,32,83.75
2020-01-21,33,84.5
2020-01-21,34,99.5
2020-01-21,35,99.8
2020-01-21,36,98.0
2020-01-21,37,99.5
2020-01-21,38,99.5
2020-01-21,39,89.0
2020-01-21,40,70.0
2020-01-21,41,71.0
2020-01-21,42,22.75
2020-01-21,43,64.0
2020-01-21,44,48.0
2020-01-21,45,46.5
2020-01-21,46,22.8
2020-01-21,47,46.0
2020-01-21,48,53.55802
2020-01-22,1,5.2
2020-01-22,2,44.5
2020-01-22,3,22.9
2020-01-22,4,22.9
2020-01-22,5,43.5
2020-01-22,6,42.75
2020-01-22,7,42.75
2020-01-22,8,31.8
2020-01-22,9,42.75
2020-01-22,10,46.0
2020-01-22,11,50.0
2020-01-22,12,50.0
2020-01-22,13,50.0
2020-01-22,14,60.0
2020-01-22,15,54.42
2020-01-22,16,74.95
2020-01-22,17,74.95
2020-01-22,18,74.95
2020-01-22,19,40.0
2020-01-22,20,90.0
2020-01-22,21,90.0
2020-01-22,22,90.0
2020-01-22,23,105.0
2020-01-22,24,105.0
2020-01-22,25,150.0
2020-01-22,26,150.0
2020-01-22,27,23.85
2020-01-22,28,23.85
2020-01-22,29,24.0
2020-01-22,30,28.0
2020-01-22,31,28.0
2020-01-22,32,100.0
2020-01-22,33,24.3
2020-01-22,34,99.0
2020-01-22,35,99.0
2020-01-22,36,99.0
2020-01-22,37,99.0
2020-01-22,38,99.0
2020-01-22,39,25.1
2020-01-22,40,60.75
2020-01-22,41,66.5
2020-01-22,42,25.15
2020-01-22,43,50.0
2020-01-22,44,47.0
2020-01-22,45,45.0
2020-01-22,46,25.25
2020-01-22,47,38.41
2020-01-22,48,38.41
2020-01-23,1,38.60995
2020-01-23,2,38.4
2020-01-23,3,46.0
2020-01-23,4,25.45
2020-01-23,5,25.3
2020-01-23,6,25.3
2020-01-23,7,25.45
2020-01-23,8,35.46
2020-01-23,9,39.77
2020-01-23,10,25.45
2020-01-23,11,25.5
2020-01-23,12,25.5
2020-01-23,13,25.5
2020-01-23,14,55.55
2020-01-23,15,25.5
2020-01-23,16,52.0
